Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season
512,Jordan Walsh,19,BOS,SF,9,1,9.2,0.7,1.7,0.4,0.2,1.0,0.222,0.4,0.7,0.667,0.467,0.1,0.2,0.5,0.6,1.7,2.2,0.6,0.6,0.1,0.3,1.2,1.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
513,Leonard Miller,20,MIN,SF,17,0,3.1,0.8,1.2,0.65,0.1,0.3,0.4,0.6,0.9,0.733,0.7,0.1,0.1,0.5,0.3,0.9,1.2,0.5,0.1,0.1,0.1,0.3,1.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
514,Kessler Edwards,23,SAC,SF,54,0,5.1,0.6,1.5,0.415,0.4,1.0,0.385,0.3,0.6,0.467,0.537,0.1,0.2,0.556,0.2,0.6,0.8,0.3,0.2,0.1,0.1,0.5,1.7,36.0,84,2,2022-23,2.8,1.7,0.6,0.4,0.2,10.7,36.0,2.6,1.0,0.4,0.5,1.5,0.5,0.309,1.1,0.5,0.733,2021-22
515,Jason Preston,24,UTA,PG,7,0,10.1,0.9,2.7,0.316,0.0,0.4,0.0,0.9,2.3,0.375,0.316,0.0,0.0,,0.9,1.6,2.4,2.3,0.3,0.1,0.3,0.4,1.7,14.0,14,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
516,Seth Lundy,23,ATL,SF,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
517,Jalen Pickett,24,DEN,SG,27,0,4.5,0.6,1.3,0.429,0.3,0.9,0.36,0.2,0.4,0.6,0.557,0.1,0.1,0.75,0.0,0.5,0.5,0.8,0.1,0.0,0.3,0.5,1.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
518,Jordan Miller,24,LAC,SF,8,0,3.5,0.6,1.1,0.556,0.1,0.3,0.5,0.5,0.9,0.571,0.611,0.3,0.3,1.0,0.4,0.3,0.6,0.0,0.0,0.0,0.1,0.3,1.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
519,Jalen Hood-Schifino,20,LAL,SG,21,0,5.2,0.5,2.1,0.222,0.1,0.7,0.133,0.4,1.4,0.267,0.244,0.6,1.0,0.6,0.1,0.5,0.6,0.4,0.1,0.1,0.4,0.6,1.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
520,Josh Minott,21,MIN,SF,32,0,2.8,0.5,1.1,0.472,0.1,0.3,0.4,0.4,0.8,0.5,0.528,0.4,0.4,0.857,0.1,0.4,0.5,0.3,0.2,0.2,0.1,0.3,1.6,15.0,15,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
521,Jett Howard,20,ORL,SF,18,0,3.7,0.6,1.7,0.333,0.4,1.4,0.28,0.2,0.3,0.6,0.45,0.1,0.2,0.5,0.1,0.3,0.4,0.3,0.1,0.1,0.2,0.2,1.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
522,Terry Taylor,24,CHI,PF,31,0,6.1,0.6,1.3,0.513,0.1,0.3,0.222,0.6,1.0,0.6,0.538,0.1,0.2,0.8,0.5,0.6,1.2,0.3,0.2,0.1,0.2,0.5,1.5,31.0,64,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
523,Colin Castleton,23,LAL,C,16,0,3.7,0.6,1.0,0.563,0.0,0.0,,0.6,1.0,0.563,0.563,0.4,0.4,1.0,0.4,0.4,0.8,0.2,0.1,0.0,0.2,0.7,1.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
524,Jack White,26,MEM,SF,4,0,16.0,0.5,4.0,0.125,0.5,2.5,0.2,0.0,1.5,0.0,0.188,0.0,0.0,,1.0,2.0,3.0,0.3,1.0,0.3,0.5,0.8,1.5,17.0,17,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
525,Dariq Whitehead,19,BRK,SF,2,0,12.0,0.5,2.5,0.2,0.0,1.5,0.0,0.5,1.0,0.5,0.2,0.5,1.0,0.5,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
526,Adam Flagler,24,OKC,SG,2,0,7.0,0.5,3.5,0.143,0.5,3.0,0.167,0.0,0.5,0.0,0.214,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
527,Ibou Badji,21,POR,C,22,1,10.3,0.6,1.0,0.636,0.0,0.0,,0.6,1.0,0.636,0.636,0.3,0.5,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,2.1,1.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
528,Filip Petrušev,23,2TM,C,3,0,3.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
528,Filip Petrušev,23,PHI,C,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
528,Filip Petrušev,23,SAC,C,2,0,3.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
529,Jerome Robinson,26,GSW,SG,22,0,3.7,0.5,1.5,0.333,0.1,0.8,0.118,0.4,0.7,0.563,0.364,0.3,0.5,0.636,0.0,0.2,0.3,0.2,0.0,0.1,0.1,0.2,1.4,0.0,113,1,2019-20,5.1,2.0,1.4,0.4,0.3,15.5,63.0,4.9,1.8,0.8,0.8,2.4,1.0,0.32,2.5,0.42,0.702,2020-21
530,Jermaine Samuels,25,HOU,SF,14,0,4.3,0.6,1.0,0.643,0.0,0.1,0.0,0.6,0.9,0.75,0.643,0.1,0.1,1.0,0.2,0.7,0.9,0.2,0.1,0.1,0.0,0.4,1.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
531,Kendall Brown,20,IND,SG,15,0,4.2,0.5,1.0,0.533,0.0,0.1,0.0,0.5,0.9,0.615,0.533,0.3,0.5,0.625,0.2,0.1,0.3,0.3,0.0,0.0,0.1,0.6,1.4,6.0,6,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
532,Jacob Toppin,23,NYK,SF,9,0,4.2,0.6,1.0,0.556,0.1,0.4,0.25,0.4,0.6,0.8,0.611,0.2,0.2,1.0,0.3,0.4,0.8,0.3,0.0,0.1,0.1,0.3,1.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
533,Mason Jones,25,SAC,SG,5,0,5.6,0.4,1.6,0.25,0.4,1.4,0.286,0.0,0.2,0.0,0.375,0.2,0.4,0.5,0.2,0.8,1.0,1.0,0.2,0.0,0.4,0.6,1.4,0.0,36,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
534,Nathan Mensah,25,CHO,C,25,0,12.3,0.5,1.1,0.429,0.0,0.0,,0.5,1.1,0.429,0.429,0.4,0.5,0.75,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,1.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
535,R.J. Hampton,22,MIA,PG,8,2,9.5,0.5,1.8,0.286,0.1,1.0,0.125,0.4,0.8,0.5,0.321,0.1,0.3,0.5,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3,47.0,162,3,2022-23,6.4,1.9,1.1,0.6,0.2,16.0,47.0,5.0,2.2,0.9,0.9,2.5,1.3,0.353,2.6,0.504,0.75,2021-22
536,TyTy Washington Jr.,22,MIL,PG,11,0,5.1,0.5,1.8,0.3,0.2,0.5,0.333,0.4,1.3,0.286,0.35,0.0,0.0,,0.1,0.4,0.5,0.5,0.3,0.0,0.2,0.1,1.3,31.0,31,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
537,Isaiah Thomas,34,PHO,PG,6,0,3.2,0.5,1.7,0.3,0.3,0.7,0.5,0.2,1.0,0.167,0.4,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.3,0.0,550,7,2019-20,12.2,1.7,3.7,0.3,0.2,23.1,40.0,10.7,4.4,1.9,2.0,4.7,2.4,0.413,5.9,0.405,0.816,2016-17
538,Jay Huff,25,DEN,C,20,0,2.5,0.5,0.8,0.6,0.2,0.5,0.333,0.3,0.3,1.0,0.7,0.1,0.1,1.0,0.1,0.5,0.6,0.1,0.1,0.2,0.1,0.5,1.2,7.0,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
539,Chris Livingston,20,MIL,SF,21,0,4.3,0.5,1.0,0.5,0.0,0.2,0.2,0.5,0.8,0.588,0.523,0.1,0.2,0.75,0.1,0.9,1.0,0.2,0.1,0.0,0.2,0.7,1.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
540,Keyontae Johnson,23,OKC,SF,9,0,7.3,0.6,1.8,0.313,0.1,0.3,0.333,0.4,1.4,0.308,0.344,0.0,0.0,,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.6,1.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
541,Braxton Key,26,DEN,SF,20,0,3.0,0.4,0.9,0.412,0.1,0.3,0.4,0.3,0.6,0.417,0.471,0.3,0.4,0.75,0.2,0.8,0.9,0.5,0.1,0.1,0.1,0.3,1.1,3.0,14,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
542,Hunter Tyson,23,DEN,PF,18,0,2.7,0.4,1.1,0.4,0.2,0.8,0.286,0.2,0.3,0.667,0.5,0.0,0.0,,0.1,0.4,0.5,0.1,0.1,0.0,0.1,0.6,1.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
543,Robin Lopez,35,MIL,C,16,2,4.1,0.4,1.2,0.368,0.1,0.5,0.25,0.3,0.7,0.455,0.421,0.1,0.1,1.0,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1,37.0,976,15,2022-23,3.0,1.4,0.5,0.1,0.2,8.1,37.0,2.0,1.3,0.7,0.1,0.1,1.2,0.5,1.9,0.648,0.778,2017-18
544,Admiral Schofield,26,ORL,PF,23,0,3.7,0.4,1.1,0.385,0.3,0.7,0.375,0.2,0.4,0.4,0.5,0.0,0.1,0.0,0.1,0.6,0.7,0.3,0.0,0.0,0.2,0.4,1.1,37.0,108,2,2022-23,4.2,1.7,0.8,0.2,0.1,12.2,37.0,3.3,1.5,0.4,0.6,2.0,0.8,0.324,1.3,0.646,0.913,2022-23
545,Frank Ntilikina,25,CHO,PG,5,0,8.6,0.2,1.8,0.111,0.2,1.6,0.125,0.0,0.2,0.0,0.167,0.4,0.4,1.0,0.2,1.0,1.2,0.8,0.0,0.0,0.2,0.8,1.0,47.0,316,5,2022-23,2.9,1.3,1.2,0.3,0.1,12.9,47.0,2.8,1.0,0.6,0.4,1.4,0.7,0.254,1.4,0.477,0.667,2019-20
546,Joshua Primo,21,LAC,SG,2,0,5.0,0.5,1.5,0.333,0.0,0.5,0.0,0.5,1.0,0.5,0.333,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.5,2.0,0.0,1.0,4.0,54,1,2021-22,5.8,2.3,1.6,0.4,0.5,19.3,50.0,5.4,2.0,1.1,0.8,2.7,1.2,0.307,2.7,0.444,0.746,2021-22
547,Hamidou Diallo,25,WAS,SG,2,0,2.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,56.0,263,5,2022-23,9.3,3.5,1.0,0.9,0.3,17.8,56.0,6.7,3.8,1.3,0.1,0.4,3.8,0.238,6.3,0.593,0.588,2020-21
548,James Johnson,36,IND,PF,9,0,5.2,0.3,1.1,0.3,0.0,0.2,0.0,0.3,0.9,0.375,0.3,0.2,0.2,1.0,0.1,0.3,0.4,0.9,0.6,0.1,0.6,1.0,0.9,18.0,765,12,2021-22,5.5,3.5,2.1,0.5,0.5,19.2,62.0,5.0,2.3,0.8,0.4,1.4,2.0,0.271,3.6,0.545,0.527,2016-17
549,Thanasis Antetokounmpo,31,MIL,PF,34,0,4.6,0.5,0.9,0.533,0.0,0.0,0.0,0.5,0.9,0.552,0.533,0.0,0.1,0.0,0.2,0.2,0.4,0.5,0.2,0.1,0.4,0.7,0.9,37.0,164,3,2022-23,1.4,1.2,0.4,0.1,0.1,5.6,37.0,1.2,0.5,0.3,0.0,0.2,0.5,0.0,1.0,0.526,0.5,2021-22
550,Charlie Brown Jr.,26,NYK,SG,8,0,4.6,0.3,1.3,0.2,0.3,0.9,0.286,0.0,0.4,0.0,0.3,0.0,0.0,,0.1,0.1,0.3,0.0,0.0,0.3,0.3,0.6,0.8,0.0,41,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
551,DaQuan Jeffries,26,NYK,SG,17,0,2.7,0.4,1.0,0.353,0.1,0.6,0.2,0.2,0.4,0.571,0.412,0.0,0.1,0.0,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.1,0.8,0.0,47,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
552,Pat Spencer,27,GSW,PG,6,0,4.3,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.0,0.0,,0.3,0.3,0.7,0.8,0.0,0.0,0.2,0.2,0.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
553,Quenton Jackson,25,IND,PG,3,0,3.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.7,0.7,1.0,0.0,1.3,1.3,0.7,0.3,0.0,0.0,0.3,0.7,9.0,9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
554,Shaquille Harrison,30,MEM,SG,3,0,2.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7,5.0,180,2,2019-20,4.9,2.0,1.1,0.8,0.4,11.3,43.0,3.8,1.8,0.4,0.4,1.0,1.4,0.381,2.9,0.496,0.78,2018-19
555,Alondes Williams,24,MIA,SG,7,0,2.3,0.3,1.1,0.25,0.0,0.6,0.0,0.3,0.6,0.5,0.25,0.1,0.1,1.0,0.0,0.1,0.1,0.0,0.0,0.1,0.3,0.3,0.7,1.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
556,Wendell Moore Jr.,22,MIN,SG,25,0,3.0,0.4,0.7,0.5,0.0,0.2,0.0,0.4,0.5,0.75,0.5,0.0,0.0,,0.0,0.5,0.5,0.2,0.2,0.0,0.2,0.2,0.7,29.0,29,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
557,Jalen Slawson,24,SAC,SF,12,0,3.1,0.3,0.5,0.667,0.0,0.2,0.0,0.3,0.3,1.0,0.667,0.0,0.0,,0.1,0.5,0.6,0.2,0.1,0.1,0.2,0.7,0.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
558,Juan Toscano-Anderson,30,SAC,SF,11,0,4.8,0.3,1.1,0.25,0.1,0.4,0.25,0.2,0.7,0.25,0.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6,52.0,191,3,2022-23,3.0,2.4,1.3,0.3,0.2,13.5,52.0,2.8,1.2,0.7,0.2,0.8,1.1,0.186,1.9,0.56,0.792,2020-21
559,Usman Garuba,21,GSW,PF,6,0,3.0,0.2,1.0,0.167,0.0,0.2,0.0,0.2,0.8,0.2,0.167,0.2,0.3,0.5,0.5,0.7,1.2,0.2,0.2,0.5,0.3,0.3,0.5,75.0,99,1,2022-23,3.0,4.1,0.9,0.6,0.4,12.9,75.0,2.4,1.1,0.6,0.3,0.8,0.8,0.407,1.6,0.525,0.617,2022-23
560,E.J. Liddell,23,NOP,PF,8,0,2.9,0.1,0.8,0.167,0.0,0.6,0.0,0.1,0.1,1.0,0.167,0.3,0.3,1.0,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.3,0.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
561,Pete Nance,23,CLE,PF,8,0,3.4,0.1,0.8,0.167,0.1,0.1,1.0,0.0,0.6,0.0,0.25,0.0,0.3,0.0,0.0,0.4,0.4,0.0,0.1,0.0,0.1,0.3,0.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
562,Maxwell Lewis,21,LAL,SF,34,0,3.0,0.1,0.6,0.19,0.0,0.3,0.111,0.1,0.4,0.25,0.214,0.1,0.1,0.667,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.1,0.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
563,Andrew Funk,24,CHI,SG,5,0,2.6,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
564,Malcolm Cazalon,22,DET,SG,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
565,Justin Jackson,28,MIN,SF,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,278,3,2019-20,5.5,2.4,0.8,0.2,0.2,16.1,65.0,5.2,2.1,0.2,0.7,2.5,1.3,0.294,2.7,0.489,0.84,2018-19
566,Jalen Crutcher,24,NOP,PG,1,0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
567,Kaiser Gates,27,NOP,SF,1,0,7.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
568,Ryan Arcidiacono,29,NYK,PG,20,0,2.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,0.0,20.0,237,3,2020-21,3.1,1.5,1.3,0.2,0.0,10.2,44.0,2.7,1.1,0.2,0.6,1.5,0.5,0.373,1.1,0.48,0.65,2021-22
569,Dmytro Skapintsev,25,NYK,C,2,0,1.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
570,Danny Green,36,PHI,SG,2,0,9.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,11.0,830,11,2021-22,5.9,2.5,1.0,1.0,0.6,21.8,62.0,5.2,2.0,0.7,1.7,4.4,0.4,0.38,0.8,0.469,0.786,2014-15
571,Javonte Smart,24,PHI,PG,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
572,Ron Harper Jr.,23,TOR,PF,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
